SEZ2011,P1,A46,A47,PF1,E3,E27,SEZ2011_2,Shape_Leng,Shape_Area,field_1,id,listing_ur,last_scrap,name,host_id,host_name,host_since,host_locat,host_total,neighbourh,latitude,longitude,room_type,accommodat,bedrooms,price,availabili,availabi_1,availabi_2,availabi_3,number_of_,number_o_1,license,instant_bo,calculated,reviews_pe
480170061686,"47","0","12","13","13","18",480170061686,1460.634548270000096,68111.660341199996765,"1841","6840783",https://www.airbnb.com/rooms/6840783,2021/12/17,Two bdrm in Settignano,"347187",Carlotta,2011/01/14,"Florence, Toscana, Italy","2",Campo di Marte,43.784559999999999,11.324949999999999,Entire home/apt,"3",1.000000000000000,50.000000000000000,"19","49","79","354","1","0",,f,"2",0.320000000000000
480170061687,"0","0","0","0","1","8",480170061687,250.296470537999994,4143.773572609999974,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061688,"444","37","159","222","15","197",480170061688,501.319744945000025,13210.244755100000475,"3639","17427513",https://www.airbnb.com/rooms/17427513,2021/12/17,Cozy Room with Private Bathroom and Breakfast,"52311926",Lorenzo,2015/12/26,"Firenze, Toscana, Italy","2",Rifredi,43.790570000000002,11.249910000000000,Private room,"2",1.000000000000000,33.000000000000000,"13","41","71","312","16","1",,t,"2",0.450000000000000
480170061689,"78","3","40","43","9","55",480170061689,283.217851316999997,4252.452274279999983,"3474","16542128",https://www.airbnb.com/rooms/16542128,2021/12/17,ROOM WITH PRIVATE BATH FOR WOMEN/COUPLE + KITCHEN,"32190180",Lucia Claudia,2015/04/29,"Florence, Tuscany, Italy","4",Rifredi,43.790230000000001,11.238690000000000,Private room,"2",1.000000000000000,22.000000000000000,"10","10","11","149","1","1",,f,"4",0.350000000000000
480170061690,"401","149","36","200","6","200",480170061690,932.530742165999982,48019.083816099999240,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061691,"594","89","187","301","66","288",480170061691,924.403281030000016,31683.150623900000937,"2071","8199954",https://www.airbnb.com/rooms/8199954,2021/12/17,bilocale SOLE,"43248612",Enrico,2015/09/03,"Florence, Tuscany, Italy","2",Campo di Marte,43.788469999999997,11.270410000000000,Entire home/apt,"5",1.000000000000000,50.000000000000000,"0","0","0","260","0","0",,t,"2",0.700000000000000
480170061692,"389","21","166","200","9","199",480170061692,785.826499590000026,32786.738428399999975,"5419","25663238",https://www.airbnb.com/rooms/25663238,2021/12/17,"""Da Vinci"": long stay special price max 18m","39898772",Antonietta,2015/07/29,"Florence, Tuscany, Italy","1",Rifredi,43.789330000000000,11.233300000000000,Entire home/apt,"4",2.000000000000000,99.000000000000000,"0","0","0","77","0","0",,f,"2",0.620000000000000
480170061693,"928","88","308","429","10","448",480170061693,1201.445744299999888,42384.416461599998001,"2883","13355945",https://www.airbnb.com/rooms/13355945,2021/12/17,Single room in Novoli Area,"45828034",Albiola,2015/10/05,"Florence, Tuscany, Italy","1",Rifredi,43.788139999999999,11.225930000000000,Private room,"2",1.000000000000000,18.000000000000000,"0","0","0","0","0","0",,f,"1",0.170000000000000
480170061694,"105","8","34","53","24","56",480170061694,1970.748594480000065,195056.632507000002079,"2440","10973508",https://www.airbnb.com/rooms/10973508,2021/12/17,Apartment in Villa - terrace overlooking Florence,"56934269",Simona,2016/02/01,"Florence, Tuscany, Italy","1",Campo di Marte,43.787280000000003,11.284710000000000,Entire home/apt,"5",2.000000000000000,143.000000000000000,"12","24","44","306","0","0",,t,"1",0.090000000000000
480170061695,"130","10","50","73","17","108",480170061695,463.209482740999988,12029.343396500000381,"3105","14447277",https://www.airbnb.com/rooms/14447277,2021/12/17,Lighty flat for 6 people with AC and WiFi,"88968278",Patrizia,2016/08/09,"Florence, Tuscany, Italy","1",Rifredi,43.790509999999998,11.247130000000000,Entire home/apt,"6",2.000000000000000,168.000000000000000,"0","0","0","230","0","0",,t,"1",2.000000000000000
480170061696,"222","29","84","123","20","143",480170061696,488.407706609000002,9433.376363969999147,"2060","8121632",https://www.airbnb.com/rooms/8121632,2021/12/17,home sweet home.casa vacanza Iacopo,"37814294",Iacopo,2015/07/07,"Florence, Tuscany, Italy","1",Rifredi,43.789400000000001,11.239500000000000,Entire home/apt,"2",1.000000000000000,66.000000000000000,"0","0","0","166","0","0",,f,"1",0.110000000000000
480170061697,"46","1","15","19","4","21",480170061697,422.602537299999995,10201.744378699999288,"9406","50883551",https://www.airbnb.com/rooms/50883551,2021/12/17,Appartamento Parnaso,"26658217",Luca,2015/01/25,"Florence, Tuscany, Italy","3",Rifredi,43.790460000000003,11.259539999999999,Entire home/apt,"2",1.000000000000000,60.000000000000000,"11","41","45","304","3","1",,t,"4",0.930000000000000
480170061698,"279","25","101","142","26","137",480170061698,431.187277537000000,11384.441361200000756,"2095","8449637",https://www.airbnb.com/rooms/8449637,2021/12/17,Appartamento Firenze Stibbert,"44482841",Lidia,2015/09/18,"Florence, Tuscany, Italy","1",Rifredi,43.790140000000001,11.254799999999999,Entire home/apt,"5",1.000000000000000,53.000000000000000,"0","0","16","291","0","0",,t,"1",0.640000000000000
480170061699,"247","14","96","126","30","111",480170061699,485.138429028000019,12509.595089500000540,"3212","15155434",https://www.airbnb.com/rooms/15155434,2021/12/17,"Florence, Vieusseux, Style and Elegance","96146905",Andrea,2016/09/21,"Florence, Tuscany, Italy","2",Rifredi,43.790059999999997,11.246219999999999,Entire home/apt,"4",2.000000000000000,38.000000000000000,"5","24","42","300","9","1","L'appartamento è regolarmente registrato per affitti brevi, come previsto dalla Legge Regionale Toscana n. 86 del 20 dicembre 2016. CIR - CODICE REGIONE TOSCANA: 0480-17LTN-0012",t,"1",3.410000000000000
480170061700,"167","13","64","86","31","102",480170061700,509.236322678000022,14145.842470999999932,"819","2405655",https://www.airbnb.com/rooms/2405655,2021/12/17,WIDE TERRACE IN THE GREENERY,"7848931",Andrea,2013/07/31,"Florence, Tuscany, Italy","1",Campo di Marte,43.790399999999998,11.274740000000000,Entire home/apt,"4",2.000000000000000,60.000000000000000,"0","0","0","0","0","0",,t,"1",1.820000000000000
480170061701,"288","22","99","132","19","117",480170061701,494.157000367000023,14641.923583199999484,"1506","5502027",https://www.airbnb.com/rooms/5502027,2021/12/17,FABBRONI HOME,"12533789",Elena E Oliver,2014/02/24,"Florence, Tuscany, Italy","13",Rifredi,43.790750000000003,11.249120000000000,Entire home/apt,"7",4.000000000000000,70.000000000000000,"0","0","0","0","1","0",,f,"14",0.430000000000000
480170061702,"0","0","0","0","1","80",480170061702,192.077288869000000,2204.790376250000008,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061703,"130","7","58","66","1","65",480170061703,248.181707622000005,3825.053762179999921,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061704,"231","31","62","104","9","122",480170061704,283.248313409999980,4952.916347809999934,"1430","5108936",https://www.airbnb.com/rooms/5108936,2021/12/17,Accogliente e confortevole!Ora+vicino con linea T2,"26148259",Carla,2015/01/15,"Florence, Tuscany, Italy","3",Rifredi,43.791519999999998,11.220359999999999,Private room,"2",1.000000000000000,38.000000000000000,"0","0","16","291","0","0",,f,"1",0.860000000000000
480170061705,"30","0","11","13","12","13",480170061705,373.768991727000014,6560.263548249999985,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061706,"428","60","111","179","12","185",480170061706,1391.672148619999916,111744.580688000001828,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061707,"1210","450","8","463","6","461",480170061707,1434.358839380000063,104887.979827000002842,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061708,"85","5","30","39","6","62",480170061708,411.379057473999978,6163.365955760000361,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061709,"43","1","14","16","1","16",480170061709,200.576141131000014,2305.967156839999916,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061710,"219","21","77","110","26","88",480170061710,434.011746879999976,10059.963920199999848,"3582","17147250",https://www.airbnb.com/rooms/17147250,2021/12/17,Relax In Florence,"17283692",Marco,2014/06/26,"Florence, Tuscany, Italy","1",Campo di Marte,43.790030000000002,11.273370000000000,Entire home/apt,"6",2.000000000000000,150.000000000000000,"27","57","87","87","0","0",,f,"1",
480170061711,"4","0","2","2","1","20",480170061711,158.851177866000000,1589.140749180000057,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061712,"361","26","136","185","43","161",480170061712,472.761385914000016,14163.647844499999337,"5207","24491045",https://www.airbnb.com/rooms/24491045,2021/12/17,Rooms by Anna,"183526693",Giovanni,2018/04/10,"Lastra a Signa, Tuscany, Italy","4",Rifredi,43.790930000000003,11.243090000000000,Entire home/apt,"7",3.000000000000000,137.000000000000000,"20","49","76","319","0","0",,t,"4",0.440000000000000
480170061713,"149","19","50","76","9","76",480170061713,384.833545322000020,7742.657355170000301,"1791","6639019",https://www.airbnb.com/rooms/6639019,2021/12/17,House with Rooftop Terrace,"34748110",Jelle,2015/06/01,"Amsterdam, North Holland, Netherlands","1",Campo di Marte,43.790379999999999,11.271680000000000,Entire home/apt,"5",2.000000000000000,70.000000000000000,"0","0","0","0","0","0",,f,"1",0.060000000000000
480170061714,"462","38","182","246","17","214",480170061714,489.560701094000024,11382.878299199999674,"1025","3275015",https://www.airbnb.com/rooms/3275015,2021/12/17,Cozy Charlotte's Room in Florence,"1033412",Andrea,2011/08/29,"Florence, Tuscany, Italy","1",Rifredi,43.791069999999998,11.250060000000000,Private room,"2",1.000000000000000,32.000000000000000,"14","14","34","95","7","1",,t,"1",2.200000000000000
480170061715,"92","10","40","56","2","62",480170061715,191.192992597999989,2262.435738069999843,"761","2191476",https://www.airbnb.com/rooms/2191476,2021/12/17,Nice apartment in Florence 68 sqm near the center,"4166122",Graziano,2012/11/16,"Florence, Tuscany, Italy","1",Rifredi,43.791339999999998,11.238939999999999,Entire home/apt,"3",1.000000000000000,58.000000000000000,"14","44","74","349","0","0",,f,"1",0.770000000000000
480170061716,"0","0","0","0","0","0",480170061716,744.584164955000119,30346.783865099998366,"7172","36410788",https://www.airbnb.com/rooms/36410788,2021/12/17,"Monolocale indipendente, luminoso e moderno","273760323",Manuel,2019/07/05,"Florence, Tuscany, Italy","1",Rifredi,43.790430000000001,11.228040000000000,Entire home/apt,"2",1.000000000000000,40.000000000000000,"0","0","0","0","0","0",,t,"1",0.450000000000000
480170061717,"99","10","38","50","5","52",480170061717,414.665439046000017,7225.536856669999906,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061718,"0","0","0","0","1","1",480170061718,899.125801848000037,41947.699542399997881,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061719,"567","30","229","272","14","286",480170061719,699.402817223000056,22732.753169100000378,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061720,"20","1","9","11","1","14",480170061720,244.251586008999993,3499.138487239999904,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061721,"99","7","33","45","8","39",480170061721,266.047123747999990,4225.502903790000346,"4123","19540062",https://www.airbnb.com/rooms/19540062,2021/12/17,Flat with a view,"137252010",Giulia,2017/06/27,"Florence, Tuscany, Italy","2",Campo di Marte,43.790950000000002,11.275119999999999,Entire home/apt,"3",1.000000000000000,65.000000000000000,"0","0","0","0","0","0",,f,"1",2.210000000000000
480170061722,"428","52","142","217","25","202",480170061722,542.327217735999966,17001.119591800001217,"443","998704",https://www.airbnb.com/rooms/998704,2021/12/17,"Bright comfortable "" mini-loft""","5488837",Antonio,2013/03/16,"Florence, Tuscany, Italy","1",Rifredi,43.790219999999998,11.253040000000000,Entire home/apt,"2",1.000000000000000,70.000000000000000,"0","0","0","107","0","0",,f,"1",0.280000000000000
480170061724,"27","0","12","14","1","14",480170061724,165.240984634999990,1651.590356740000061,"8005","41422244",https://www.airbnb.com/rooms/41422244,2021/12/17,★BRIGHT & QUITE room.TramLine Nearby.Easy Parking★,"18486302",Antonio,2016/05/09,"Florence, Tuscany, Italy","0",Rifredi,43.791719999999998,11.233430000000000,Private room,"2",1.000000000000000,40.000000000000000,"0","0","0","0","0","0",,f,"1",
480170061725,"35","0","13","14","1","16",480170061725,207.206241933000001,2645.426477680000062,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061726,"309","22","116","150","0","0",480170061726,359.644268801000010,9198.269648909999887,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061727,"313","11","113","128","6","126",480170061727,618.791029224999988,20768.994428300000436,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061728,"14","1","4","7","4","7",480170061728,301.920122076999974,4569.477392789999612,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061729,"0","0","0","0","1","2",480170061729,217.406968336000006,2458.250757419999900,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061730,"110","6","39","52","14","52",480170061730,788.566112149999981,21214.695447600002808,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061731,"170","9","48","68","39","65",480170061731,1315.265201380000008,54621.629432299996552,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061732,"247","33","76","122","15","121",480170061732,713.450003314000014,28257.524096099998133,"1751","6433965",https://www.airbnb.com/rooms/6433965,2021/12/17,COZY APARTMENT CLOSE TO THE CENTRE,"32949680",Marco,2015/05/09,"Florence, Tuscany, Italy","1",Rifredi,43.792009999999998,11.223030000000000,Entire home/apt,"4",1.000000000000000,40.000000000000000,"0","0","0","0","0","0",,t,"1",2.710000000000000
480170061733,"48","0","20","24","2","28",480170061733,205.532265975999991,2310.702305700000124,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061734,"144","8","53","63","3","64",480170061734,407.205512952999982,9918.229304130001765,"6193","30751626",https://www.airbnb.com/rooms/30751626,2021/12/17,Cozy Apartment Novoli (California king size bed!!),"66295486",Federico,2016/04/08,"Poggibonsi, Tuscany, Italy","2",Rifredi,43.792000000000002,11.219210000000000,Entire home/apt,"2",,37.000000000000000,"0","0","0","0","0","0",,t,"2",0.090000000000000
480170061735,"234","18","91","120","9","115",480170061735,331.364100079000025,6477.145914890000313,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061736,"475","56","177","251","21","244",480170061736,477.049291890999996,10630.868162300001131,"535","1251626",https://www.airbnb.com/rooms/1251626,2021/12/17,LASTMINUTE@Brightest Loft Stibbert museum WiFi,"6819558",Maria Grazia,2013/06/09,"Florence, Tuscany, Italy","1",Rifredi,43.791069999999998,11.252359999999999,Entire home/apt,"4",1.000000000000000,65.000000000000000,"1","1","1","55","0","0",,f,"1",1.250000000000000
480170061737,"304","42","89","138","17","141",480170061737,487.894411482999999,11892.135170899999139,"88","151758",https://www.airbnb.com/rooms/151758,2021/12/17,"Florence bright red, extra bed","669835",Laura,2011/06/06,"Prato, Toscana, Italy","4",Rifredi,43.791190000000000,11.243449999999999,Shared room,"2",1.000000000000000,48.000000000000000,"15","45","68","343","0","0",,f,"4",0.090000000000000
480170061738,"320","12","142","163","32","168",480170061738,575.663359012999990,18919.088939500004926,"97","167190",https://www.airbnb.com/rooms/167190,2021/12/17,Double economy near the center,"669835",Laura,2011/06/06,"Prato, Toscana, Italy","4",Rifredi,43.791359999999997,11.245039999999999,Shared room,"2",1.000000000000000,48.000000000000000,"15","45","75","350","0","0",,f,"4",0.020000000000000
480170061739,"328","32","116","159","13","170",480170061739,338.075605467000003,7100.632287899999938,"832","2445378",https://www.airbnb.com/rooms/2445378,2021/12/17,Sweet relax in Florence,"6769000",Roberta,2013/06/06,"Florence, Tuscany, Italy","3",Rifredi,43.792119999999997,11.220900000000000,Private room,"2",1.000000000000000,28.000000000000000,"6","12","42","42","9","0",,f,"2",1.970000000000000
480170061740,"96","10","41","52","1","52",480170061740,402.982801822999988,6062.731545900000128,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061741,"21","2","7","10","1","12",480170061741,212.167159733000005,2627.112126349999926,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061742,"534","48","178","252","42","266",480170061742,816.004835220000018,32558.430543999998918,"743","2133975",https://www.airbnb.com/rooms/2133975,2021/12/17,"Charming apartment  ""open space""","10888948",Andrea,2013/12/29,"Florence, Tuscany, Italy","1",Campo di Marte,43.791010000000000,11.270289999999999,Entire home/apt,"2",1.000000000000000,55.000000000000000,"7","7","7","230","0","0",,f,"1",1.370000000000000
480170061743,"50","5","13","22","11","22",480170061743,369.343106793000004,7035.147460119999778,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061744,"185","6","75","86","38","83",480170061744,490.349014950000026,11382.060614699999860,"107","198623",https://www.airbnb.com/rooms/198623,2021/12/17,Clean and chip rooms in Florence!!,"969697",Mariella,2011/08/14,"Florence, Toscana, Italy","2",Campo di Marte,43.790610000000001,11.271670000000000,Private room,"2",1.000000000000000,59.000000000000000,"0","0","0","199","0","0",,f,"1",0.020000000000000
